,trade_date,value,change
0,20151231,22.62317370832071,0.0
1,20160104,21.137405259781865,-0.0656746249529254
2,20160105,21.184995039306077,0.002251448507483635
3,20160106,21.303040550024832,0.005572128315335278
4,20160107,19.929146199870395,-0.06449287588446315
5,20160108,20.18524414559625,0.012850422349128077
6,20160111,19.272166190029075,-0.045234922549419763
7,20160112,19.37098598971454,0.005127591714967257
8,20160113,19.083788432926333,-0.014826171313153674
9,20160114,19.61730332118848,0.027956445342982503
10,20160115,19.109259957574594,-0.025897716688977994
11,20160118,19.25930836978314,0.00785213098475179
12,20160119,19.86405937057816,0.03140045266339068
13,20160120,19.371730917617363,-0.024784886300230013
14,20160121,18.878610246277105,-0.02545568454555578
15,20160122,19.038632443048513,0.008476375892286054
16,20160125,19.141364694410676,0.005395989006535647
17,20160126,18.343287145513123,-0.041693868835307915
18,20160127,18.39095656499697,0.002598739206647924
19,20160128,18.091115254418384,-0.016303736541320855
20,20160129,18.586912766562207,0.0274055803178157
21,20160201,18.515232296381182,-0.003856502211059942
22,20160202,18.890457257563902,0.020265744181673505
23,20160203,18.85168938810321,-0.0020522462178711367
24,20160204,19.042563117540926,0.010125019859396296
25,20160205,18.91780546825109,-0.006551515597966806
26,20160215,18.817870389241044,-0.0052825936484948875
27,20160216,19.26240828666934,0.023623177768429
28,20160217,19.26693223624838,0.0002348589808559488
29,20160218,19.172403175151352,-0.004906285024409991
30,20160219,19.234956763980566,0.0032626889940582694
31,20160222,19.588839700590185,0.018397906527780762
32,20160223,19.567394393092982,-0.0010947717080229428
33,20160224,19.697454764237627,0.0066467904991251
34,20160225,18.81667973678413,-0.04471516944679654
35,20160226,19.000071285785083,0.009746222583702975
36,20160229,18.537999661829446,-0.024319467911751283
37,20160301,18.82337262420449,0.015393945818363645
38,20160302,19.403815842517808,0.030836302818918835
39,20160303,19.51116699002224,0.005532476105509235
40,20160304,19.802740625053048,0.014943936217649873
41,20160307,19.70169849754528,-0.005102431497786527
42,20160308,19.630445077128382,-0.003616613076571848
43,20160309,19.49315958796727,-0.006993498548897629
44,20160310,19.351932277390453,-0.007244967648240731
45,20160311,19.320330444715417,-0.0016330065764005503
